"Line" "Gener" "ind" "bloss" "GenLine" "dam" "sire" "SEL" "GA" "logGA" "UBA" "logUBA"
"188" "Up" "F1" "UP1_63" 2 "F1Up" "51475" "51087" "no" 23.12 3.14069804380418 404.71 6.00317076123802
"189" "Up" "F1" "UP1_63" 3 "F1Up" "51475" "51087" "no" 36.68 3.60223164738826 547.28 6.30496055445274
"190" "Up" "F1" "UP1_64" 1 "F1Up" "51475" "51087" "no" 34.67 3.54587475969693 547 6.30444880242198
"191" "Up" "F1" "UP1_64" 2 "F1Up" "51475" "51087" "no" 34.97 3.55449055107528 519.6 6.25305928479644
"192" "Up" "F1" "UP1_64" 3 "F1Up" "51475" "51087" "no" 25.95 3.2561716096119 377.18 5.93272252708422
"193" "Up" "F1" "UP1_65" 1 "F1Up" "51475" "51136" "no" 32.3 3.47506723022861 623.58 6.43547706482838
"194" "Up" "F1" "UP1_65" 2 "F1Up" "51475" "51136" "no" 28.3 3.34286180464919 367.96 5.90797423660896
"195" "Up" "F1" "UP1_65" 3 "F1Up" "51475" "51136" "no" 32.5 3.48124008933569 573.62 6.35196715618104
"196" "Up" "F1" "UP1_66" 1 "F1Up" "51485" "51377" "no" 36.04 3.58462943274014 585.93 6.37320032851691
"197" "Up" "F1" "UP1_66" 2 "F1Up" "51485" "51377" "no" 21.85 3.0842009215416 465.09 6.14223093524638
"198" "Up" "F1" "UP1_66" 3 "F1Up" "51485" "51377" "no" 36.68 3.60223164738826 527.77 6.26866058274177
"199" "Up" "F1" "UP1_67" 1 "F1Up" "51485" "51465" "no" 21.53 3.06944731137627 369.27 5.91152808379031
"200" "Up" "F1" "UP1_67" 2 "F1Up" "51485" "51465" "no" 36.12 3.58684672854878 549.93 6.30979099739938
"201" "Up" "F1" "UP1_67" 3 "F1Up" "51485" "51465" "no" 21.03 3.04594998971461 273.22 5.61027733145934
"202" "Up" "F1" "UP1_68" 1 "F1Up" "51485" "51475" "no" 26.08 3.26116873705845 324.36 5.78185401007636
"203" "Up" "F1" "UP1_68" 2 "F1Up" "51485" "51475" "no" 21.81 3.08236858021354 479.88 6.17353607264673
"204" "Up" "F1" "UP1_68" 3 "F1Up" "51485" "51475" "no" 25.62 3.24337329646859 430.81 6.06566715764049
"205" "Down" "F1" "Down1_1" 1 "F1Down" "51050" "51094" "no" 26.73 3.28578653015083 504.42 6.22340925437526
"206" "Down" "F1" "Down1_1" 2 "F1Down" "51050" "51094" "no" 27.38 3.3098128198603 508.07 6.23061923336118
"207" "Down" "F1" "Down1_1" 3 "F1Down" "51050" "51094" "no" 20.7 3.03013370027132 447.09 6.10275991662881
"208" "Down" "F1" "Down1_2" 1 "F1Down" "51050" "51218" "DtF2" 28.85 3.36210999295411 486.65 6.1875451788725
"209" "Down" "F1" "Down1_2" 2 "F1Down" "51050" "51218" "DtF2" 14.92 2.70270259477561 241.09 5.48517030776121
"210" "Down" "F1" "Down1_2" 3 "F1Down" "51050" "51218" "DtF2" 19.88 2.98971420122843 382.69 5.94722526196222
"211" "Down" "F1" "Down1_3" 1 "F1Down" "51050" "51226" "DtF2" 27 3.29583686600433 479.24 6.1722015157717
"212" "Down" "F1" "Down1_3" 2 "F1Down" "51050" "51226" "DtF2" 14.04 2.64191039859766 477.15 6.16783090686326
"213" "Down" "F1" "Down1_3" 3 "F1Down" "51050" "51226" "DtF2" 21.15 3.05163990549229 328.61 5.79487163727646
