Generation	numb	LINE	Line	pop	dam 	sire	Gener	ind	rep	ident	Bloss	no.bloss	date	asd	gad	gw	ghl	ghr	ubl	ubw	GA	UBA	SEL		
4	16	RAN	Ran	51	NA	NA	F4	P.003	A	51P.003A	1	1	25.05.2017	4,09	4,44	7,47	3,21	3,18	21,58	26,11	23,86665	563,4538	NA		
4	79	RAN	Ran	51	NA	NA	F4	P.003	A	51P.003A	2	1	28.06.2017	3,15	5,14	8,53	3,95	3,64	20,61	25,54	32,37135	526,3794	NA		
4	80	RAN	Ran	51	NA	NA	F4	P.003	A	51P.003A	3	1	28.06.2017	2,68	4,92	5,74	2,31	2,2	19,99	22,19	12,9437	443,5781	NA		
4	72	RAN	Ran	51	NA	NA	F4	P.004	A	51P.004A	1	1	27.06.2017	3,84	5,45	7,84	3,48	3,45	21,05	25,48	27,1656	536,354	NA		
4	106	RAN	Ran	51	NA	NA	F4	P.004	A	51P.004A	2	1	06.07.2017	2,79	6,26	8,31	3,44	3,36	18,29	23,9	28,254	437,131	NA		
4	121	RAN	Ran	51	NA	NA	F4	P.004	A	51P.004A	3	1	07.07.2017	3,7	5,96	8,38	3,82	3,79	20,61	25,86	31,8859	532,9746	NA		
4	75	RAN	Ran	51	NA	NA	F4	P.005	B	51P.005B	1	1	27.06.2017	3,48	5,48	7,53	3,7	3,05	22,42	26,12	25,41375	585,6104	NA		
4	105	RAN	Ran	51	NA	NA	F4	P.005	B	51P.005B	2	1	05.07.2017	2,51	5,53	7,13	3,77	3,92	17,55	19,77	27,41485	346,9635	NA		
4	120	RAN	Ran	51	NA	NA	F4	P.005	B	51P.005B	3	1	07.07.2017	2,97	5,72	7,53	3,1	3,65	18,2	21,69	25,41375	394,758	NA		
4	25	RAN	Ran	51	NA	NA	F4	P.006	C	51P.006C	1	1	29.05.2017	2,94	5,3	7,24	3,84	3,39	16,64	21,2	26,1726	352,768	NA		
4	47	RAN	Ran	51	NA	NA	F4	P.006	C	51P.006C	2	1	13.06.2017	1,57	4,62	5,89	2,01	1,99	16,6	18,72	11,78	310,752	NA		
4	48	RAN	Ran	51	NA	NA	F4	P.006	C	51P.006C	3	1	13.06.2017	2,46	4,78	8,2	3,39	3,11	22,6	25,1	26,65	567,26	NA		
4	30	RAN	Ran	51	NA	NA	F4	P.007	C	51P.007C	1	1	29.05.2017	3,78	5,25	6,73	3,04	3,22	19,92	24,26	21,0649	483,2592	NA		
4	37	RAN	Ran	51	NA	NA	F4	P.007	C	51P.007C	2	1	30.05.2017	4,41	4,51	6,23	2,75	2,98	17,18	19,72	17,84895	338,7896	NA		
4	68	RAN	Ran	51	NA	NA	F4	P.007	C	51P.007C	3	1	26.06.2017	3,38	5,5	6,86	3,53	3,52	22,82	26,7	24,1815	609,294	NA		
4	76	RAN	Ran	51	NA	NA	F4	P.008	B	51P.008B	1	1	28.06.2017	2,84	5,01	6,9	2,87	2,77	19,45	22,49	19,458	437,4305	NA		
4	77	RAN	Ran	51	NA	NA	F4	P.008	B	51P.008B	2	1	28.06.2017	1,37	5,18	7,34	3,03	2,88	17,97	21,93	21,6897	394,0821	NA		
4	82	RAN	Ran	51	NA	NA	F4	P.008	B	51P.008B	3	1	30.06.2017	1,62	4,07	8,05	2,96	3,39	17,46	21,81	25,55875	380,8026	NA		
4	18	RAN	Ran	51	NA	NA	F4	P.009	D	51P.009D	1	1	25.05.2017	3,95	4,93	7,71	3,04	3,27	20,24	22,63	24,32505	458,0312	NA		
4	70	RAN	Ran	51	NA	NA	F4	P.009	D	51P.009D	2	1	27.06.2017	2	5,11	7,91	3,3	3,3	20,31	24,19	26,103	491,2989	NA		
4	71	RAN	Ran	51	NA	NA	F4	P.009	D	51P.009D	3	2	27.06.2017	2,95	4,73	7,21	3,37	3,26	19,31	22,24	23,90115	429,4544	NA		
4	28	RAN	Ran	51	NA	NA	F4	P.010	A	51P.010A	1	1	29.05.2017	3,94	5,61	8,76	3,29	3,56	22,28	29,89	30,003	665,9492	NA		
4	81	RAN	Ran	51	NA	NA	F4	P.010	A	51P.010A	2	1	30.06.2017	2,81	5,77	6,96	3,16	3,14	23,54	25,66	21,924	604,0364	NA		
4	109	RAN	Ran	51	NA	NA	F4	P.010	A	51P.010A	3	1	06.07.2017	2,62	5,56	7,5	3,14	3,14	19,06	22,9	23,55	436,474	NA		
4	63	RAN	Ran	51	NA	NA	F4	P.011	A	51P.011A	1	1	26.06.2017	4,44	5,34	7,06	4,47	3,65	20,5	22,39	28,6636	458,995	NA		
4	64	RAN	Ran	51	NA	NA	F4	P.011	A	51P.011A	2	1	26.06.2017	3,53	4,93	7,52	2,83	2,98	18,32	20,66	21,8456	378,4912	NA		
4	74	RAN	Ran	51	NA	NA	F4	P.011	A	51P.011A	3	1	27.06.2017	3,32	5,62	7,73	3,42	3,41	19,31	20,23	26,39795	390,6413	NA		
4	36	RAN	Ran	51	NA	NA	F4	P.012	D	51P.012D	1	1	30.05.2017	2,68	5,18	7,56	3,08	3,47	20,61	23,84	24,759	491,3424	NA		
4	99	RAN	Ran	51	NA	NA	F4	P.012	D	51P.012D	2	1	03.07.2017	2,98	5,18	7,47	3,21	3,21	20,18	22,33	23,9787	450,6194	NA		
4	100	RAN	Ran	51	NA	NA	F4	P.012	D	51P.012D	3	2	03.07.2017	3,28	6,03	6,54	2,83	2,93	22,24	23,76	18,8352	528,4224	NA		
4	50	RAN	Ran	51	NA	NA	F4	P.013	B	51P.013B	1	1	15.06.2017	1,57	4,72	6,95	2,61	2,89	20,61	22,34	19,1125	460,4274	NA		
4	90	RAN	Ran	51	NA	NA	F4	P.013	B	51P.013B	2	1	02.07.2017	1,76	5,39	7,48	3,53	3,48	19,26	22,46	26,2174	432,5796	NA		
4	117	RAN	Ran	51	NA	NA	F4	P.013	B	51P.013B	3	1	07.07.2017	1,49	4,53	7,13	3,15	3,3	18,25	22,77	22,99425	415,5525	NA		
4	65	RAN	Ran	51	NA	NA	F4	P.014	C	51P.014C	1	1	26.06.2017	3,35	5,23	6,78	2,84	3,07	15,59	19,22	20,0349	299,6398	NA		
4	101	RAN	Ran	51	NA	NA	F4	P.014	C	51P.014C	2	1	03.07.2017	3,18	4,92	7,44	3,32	3,04	17,61	22,5	23,6592	396,225	NA		
4	102	RAN	Ran	51	NA	NA	F4	P.014	C	51P.014C	3	1	03.07.2017	3,37	4,73	7,9	3,46	3,22	19,66	23,34	26,386	458,8644	NA		
4	26	RAN	Ran	51	NA	NA	F4	P.015	C	51P.015C	1	1	29.05.2017	4,52	4,96	8,34	3,78	3,89	18,4	24,75	31,9839	455,4	NA		
4	27	RAN	Ran	51	NA	NA	F4	P.015	C	51P.015C	2	1	29.05.2017	2,83	5,63	8	3,25	3,56	20,62	24,75	27,24	510,345	NA		
4	49	RAN	Ran	51	NA	NA	F4	P.015	C	51P.015C	3	1	13.06.2017	3,82	5,02	7,03	2,93	2,94	19,87	22,6	20,63305	449,062	NA		
4	5	RAN	Ran	51	NA	NA	F4	P.015	D	51P.015D	1	1	24.05.2017	2,16	4,57	7,34	3,18	3,31	19,8	22,79	23,8183	451,242	NA		
4	118	RAN	Ran	51	NA	NA	F4	P.015	D	51P.015D	2	1	07.07.2017	3,65	4,37	6,51	3,15	2,98	20,14	22,86	19,95315	460,4004	NA		
4	119	RAN	Ran	51	NA	NA	F4	P.015	D	51P.015D	3	1	07.07.2017	2,82	5,74	8,54	4,08	3,37	20,01	25,44	31,8115	509,0544	NA		
4	66	RAN	Ran	51	NA	NA	F4	P.016	B	51P.016B	1	1	26.06.2017	2,44	4,79	8,08	2,98	2,85	20,05	23,76	23,5532	476,388	NA		
4	103	RAN	Ran	51	NA	NA	F4	P.016	B	51P.016B	2	2	03.07.2017	2,69	5,4	7,83	3,56	3,15	20,66	26,26	26,26965	542,5316	NA		
4	104	RAN	Ran	51	NA	NA	F4	P.016	B	51P.016B	3	1	05.07.2017	2,12	5,68	7,99	3,34	3,25	21,44	25,23	26,32705	540,9312	NA		
4	29	RAN	Ran	51	NA	NA	F4	P.017	A	51P.017A	1	1	29.05.2017	3,12	6,37	9,8	4,15	4,16	23,32	29,85	40,719	696,102	NA		
4	67	RAN	Ran	51	NA	NA	F4	P.017	A	51P.017A	2	1	26.06.2017	3,86	5,12	7,59	3,07	3,16	19,1	22,24	23,64285	424,784	NA		
4	73	RAN	Ran	51	NA	NA	F4	P.017	A	51P.017A	3	1	27.06.2017	3,43	5,14	6,81	3,22	3,25	19,5	20,43	22,03035	398,385	NA		
4	46	RAN	Ran	51	NA	NA	F4	P.018	B	51P.018B	1	2	06.06.2017	1,61	5,93	8,76	3,61	3,83	23,32	25,59	32,5872	596,7588	NA		
4	110	RAN	Ran	51	NA	NA	F4	P.018	B	51P.018B	2	1	07.07.2017	2,32	5,72	7,54	3,76	3,61	21,84	25,98	27,7849	567,4032	NA		
4	111	RAN	Ran	51	NA	NA	F4	P.018	B	51P.018B	3	1	07.07.2017	3,17	6,52	7,12	2,99	3,34	22,05	24,18	22,5348	533,169	NA		
4	60	RAN	Ran	51	NA	NA	F4	P.019	D	51P.019D	1	2	20.06.2017	2,51	5,38	8,05	3,6	3,85	22,59	26,82	29,98625	605,8638	NA		
4	93	RAN	Ran	51	NA	NA	F4	P.019	D	51P.019D	2	1	03.07.2017	2,34	5,88	7,47	3,42	3,6	18,15	19,14	26,2197	347,391	NA		
4	94	RAN	Ran	51	NA	NA	F4	P.019	D	51P.019D	3	1	03.07.2017	3,2	4,42	7,04	3,15	3,27	15,71	18,8	22,5984	295,348	NA		
4	24	RAN	Ran	51	NA	NA	F4	P.020	B	51P.020B	1	1	29.05.2017	1,17	5,46	7,4	3,21	3	20,69	25,34	22,977	524,2846	NA		
4	124	RAN	Ran	51	NA	NA	F4	P.020	B	51P.020B	2	1	23.07.2017	2,66	4,33	7,66	2,71	3,05	19,02	21,64	22,0608	411,5928	NA		
4	125	RAN	Ran	51	NA	NA	F4	P.020	B	51P.020B	3	1	23.07.2017	2,35	4,36	7,2	2,49	2,73	18,19	19,48	18,792	354,3412	NA		
4	89	RAN	Ran	51	NA	NA	F4	P.021	A	51P.021A	1	1	02.07.2017	1,97	3,54	7,17	3,02	2,91	17,92	19,71	21,25905	353,2032	NA		
4	115	RAN	Ran	51	NA	NA	F4	P.021	A	51P.021A	2	1	07.07.2017	2,61	5,86	8,52	3,74	3,87	19,05	22,99	32,4186	437,9595	NA		
4	116	RAN	Ran	51	NA	NA	F4	P.021	A	51P.021A	3	2	07.07.2017	3,09	6,63	8,45	3,69	3,89	19,74	24,4	32,0255	481,656	NA		
4	7	RAN	Ran	51	NA	NA	F4	P.022	B	51P.022B	1	1	24.05.2017	2,48	4,2	6,58	2,46	2,25	16,88	19,26	15,4959	325,1088	NA		
4	58	RAN	Ran	51	NA	NA	F4	P.022	B	51P.022B	2	1	17.06.2017	1,47	4,45	7,4	2,89	2,93	19,41	21,14	21,534	410,3274	NA		
4	59	RAN	Ran	51	NA	NA	F4	P.022	B	51P.022B	3	1	17.06.2017	1,27	5,37	7,38	3,04	2,99	19,57	22,8	22,2507	446,196	NA		
4	42	RAN	Ran	51	NA	NA	F4	P.023	C	51P.023C	1	1	06.06.2017	1,77	5,32	7,65	3,19	3,09	17,92	23,09	24,021	413,7728	NA		
4	53	RAN	Ran	51	NA	NA	F4	P.023	C	51P.023C	2	1	15.06.2017	2,13	5,3	7,97	3,27	3,16	18,75	25	25,62355	468,75	NA		
4	113	RAN	Ran	51	NA	NA	F4	P.023	C	51P.023C	3	1	07.07.2017	2,19	6,02	7,3	2,96	3,14	17,19	21,8	22,265	374,742	NA		
4	14	RAN	Ran	51	NA	NA	F4	P.024	D	51P.024D	1	2	24.05.2017	2,79	5,75	8,36	3,73	3,79	19,37	26,42	31,4336	511,7554	NA		
4	15	RAN	Ran	51	NA	NA	F4	P.024	D	51P.024D	2	1	25.05.2017	2,75	5,47	7,5	3,63	3,63	19,05	23,33	27,225	444,4365	NA		
4	41	RAN	Ran	51	NA	NA	F4	P.024	D	51P.024D	3	1	06.06.2017	3,41	5,69	8,05	3,37	3,37	20,06	23,81	27,1285	477,6286	NA		
4	19	RAN	Ran	51	NA	NA	F4	P.025	C	51P.025C	1	1	25.05.2017	4,31	4,38	5,96	2,22	2,4	19,29	21,62	13,7676	417,0498	NA		
4	126	RAN	Ran	51	NA	NA	F4	P.025	C	51P.025C	2	1	24.07.2017	4,15	4,88	7,81	3,55	3,66	19,97	24,34	28,15505	486,0698	NA		
4	129	RAN	Ran	51	NA	NA	F4	P.025	C	51P.025C	3	1	04.09.2017	3,22	5	7,73	3,62	3,07	22,09	25,2	25,85685	556,668	NA		
4	3	RAN	Ran	51	NA	NA	F4	P.026	B	51P.026B	1	1	23.05.2017	2,6	5,28	8,11	3,56	3,38	21,64	24,84	28,1417	537,5376	NA		
4	51	RAN	Ran	51	NA	NA	F4	P.026	B	51P.026B	2	1	15.06.2017	3,53	NA	7,45	3,42	3,55	20,83	24,26	25,96325	505,3358	NA		
4	54	RAN	Ran	51	NA	NA	F4	P.026	B	51P.026B	3	1	17.06.2017	4,53	5,56	8,39	3,81	3,94	22,47	24,99	32,51125	561,5253	NA		
4	6	RAN	Ran	51	NA	NA	F4	P.027	C	51P.027C	1	1	24.05.2017	0,96	6,73	8,41	3,78	3,85	23,14	26,02	32,08415	602,1028	NA		
4	86	RAN	Ran	51	NA	NA	F4	P.027	C	51P.027C	2	1	02.07.2017	2,08	3,75	7,34	3,61	3,36	18,36	21,58	25,5799	396,2088	NA		
4	87	RAN	Ran	51	NA	NA	F4	P.027	C	51P.027C	3	1	02.07.2017	1,14	2,82	7,8	3,78	3,4	16,13	19,46	28,002	313,8898	NA		
4	9	RAN	Ran	51	NA	NA	F4	P.028	D	51P.028D	1	1	24.05.2017	3,86	5,3	7,34	3,04	2,97	19,45	23,23	22,0567	451,8235	NA		
4	34	RAN	Ran	51	NA	NA	F4	P.028	D	51P.028D	2	1	29.05.2017	4,16	5,36	7,63	3,18	3,35	21,62	24,28	24,91195	524,9336	NA		
4	35	RAN	Ran	51	NA	NA	F4	P.028	D	51P.028D	3	1	29.05.2017	2,83	4,85	7,64	3,6	3,23	17,14	21,38	26,0906	366,4532	NA		
4	4	RAN	Ran	51	NA	NA	F4	P.029	B	51P.029B	1	1	23.05.2017	4,18	4,95	9,51	3,83	4,11	19,35	25,53	37,7547	494,0055	NA		
4	13	RAN	Ran	51	NA	NA	F4	P.029	B	51P.029B	2	1	24.05.2017	2,91	4,25	7,96	3,33	3,36	19,51	23,63	26,6262	461,0213	NA		
4	52	RAN	Ran	51	NA	NA	F4	P.029	B	51P.029B	3	1	15.06.2017	2,68	5,48	8,18	4	4,13	22,33	25,92	33,2517	578,7936	NA		
4	17	RAN	Ran	51	NA	NA	F4	P.030	C	51P.030C	1	1	25.05.2017	4	5,56	7,89	3,81	3,69	20,89	24,54	29,5875	512,6406	NA		
4	69	RAN	Ran	51	NA	NA	F4	P.030	C	51P.030C	2	1	27.06.2017	3,45	5,27	7,06	3,49	3,52	18,46	21,43	24,7453	395,5978	NA		
4	107	RAN	Ran	51	NA	NA	F4	P.030	C	51P.030C	3	1	06.07.2017	2,81	6,08	9,44	3,8	4,1	19,7	22,4	37,288	441,28	NA		
4	22	RAN	Ran	51	NA	NA	F4	P.031	C	51P.031C	1	1	26.05.2017	2,43	5,28	6,91	3,16	3,51	20,83	26,15	23,04485	544,7045	NA		
4	23	RAN	Ran	51	NA	NA	F4	P.031	C	51P.031C	2	1	26.05.2017	1,92	4,49	7,23	2,62	3,1	19,22	23,1	20,6778	443,982	NA		
4	88	RAN	Ran	51	NA	NA	F4	P.031	C	51P.031C	3	2	02.07.2017	4,31	5,37	6,63	2,62	2,95	17,77	20,48	18,46455	363,9296	NA		
4	62	RAN	Ran	51	NA	NA	F4	P.032	B	51P.032B	1	1	23.06.2017	3,28	4,42	6,98	2,66	2,7	17,5	22,12	18,7064	387,1	NA		
4	95	RAN	Ran	51	NA	NA	F4	P.032	B	51P.032B	2	2	03.07.2017	3,79	5,56	6,56	2,85	2,96	18,95	22,85	19,0568	433,0075	NA		
4	114	RAN	Ran	51	NA	NA	F4	P.032	B	51P.032B	3	2	07.07.2017	3,6	5,7	8,11	3,48	3,61	21,35	26,47	28,74995	565,1345	NA		
4	85	RAN	Ran	51	NA	NA	F4	P.033	C	51P.033C	1	1	02.07.2017	1,86	4,23	7,61	3,44	3,1	18,07	23,55	24,8847	425,5485	NA		
4	96	RAN	Ran	51	NA	NA	F4	P.033	C	51P.033C	2	1	03.07.2017	2,62	5,83	7,41	2,81	3,06	16,25	18,47	21,74835	300,1375	NA		
4	97	RAN	Ran	51	NA	NA	F4	P.033	C	51P.033C	3	1	03.07.2017	2,43	5,33	7,4	3,38	2,96	20,09	23,05	23,458	463,0745	NA		
4	10	RAN	Ran	51	NA	NA	F4	P.034	A	51P.034A	1	1	24.05.2017	1,93	5,22	7,27	3,07	3,06	20,65	22,43	22,28255	463,1795	NA		
4	11	RAN	Ran	51	NA	NA	F4	P.034	A	51P.034A	2	1	24.05.2017	2,25	5,47	6,67	2,59	2,43	18,43	19,62	16,7417	361,5966	NA		
4	44	RAN	Ran	51	NA	NA	F4	P.034	A	51P.034A	3	1	06.06.2017	1,48	5,99	6,17	2,78	2,41	18,63	21	16,01115	391,23	NA		
4	2	RAN	Ran	51	NA	NA	F4	P.034	C	51P.034C	1	2	23.05.2017	3,32	4,65	7,41	2,73	2,93	19,66	21,77	20,9703	427,9982	NA		
4	40	RAN	Ran	51	NA	NA	F4	P.034	C	51P.034C	2	1	05.06.2017	3,49	5,16	7,71	3,31	3,37	20,02	21,39	25,7514	428,2278	NA		
4	61	RAN	Ran	51	NA	NA	F4	P.034	C	51P.034C	3	2	23.06.2017	2	5,1	7,68	2,98	3,12	20,24	21,66	23,424	438,3984	NA		
4	32	RAN	Ran	51	NA	NA	F4	P.035	D	51P.035D	1	1	29.05.2017	4,84	4,75	6,72	2,85	2,81	20,85	24,26	19,0176	505,821	NA		
4	33	RAN	Ran	51	NA	NA	F4	P.035	D	51P.035D	2	1	29.05.2017	3,07	5,63	6,85	2,82	2,8	21,18	24,94	19,2485	528,2292	NA		
4	45	RAN	Ran	51	NA	NA	F4	P.035	D	51P.035D	3	1	06.06.2017	1,93	6,25	7,32	3,02	3,42	19,67	24,03	23,5704	472,6701	NA		
4	12	RAN	Ran	51	NA	NA	F4	P.036	A	51P.036A	1	1	24.05.2017	2,26	5,29	8,13	3,73	3,53	20,49	23,04	29,5119	472,0896	NA		
4	55	RAN	Ran	51	NA	NA	F4	P.036	A	51P.036A	2	2	17.06.2017	2,43	5,51	8,85	3,87	3,87	17,6	25,54	34,2495	449,504	NA		
4	112	RAN	Ran	51	NA	NA	F4	P.036	A	51P.036A	3	1	07.07.2017	2,32	5,37	8,57	3,33	3,24	19,06	25	28,15245	476,5	NA		
4	21	RAN	Ran	51	NA	NA	F4	P.036	B	51P.036B	1	2	26.05.2017	2,44	5,78	8,09	3,65	3,66	21,08	25,62	29,56895	540,0696	NA		
4	91	RAN	Ran	51	NA	NA	F4	P.036	B	51P.036B	2	1	03.07.2017	3,83	4,04	6,31	2,56	2,74	17,58	19,79	16,7215	347,9082	NA		
4	92	RAN	Ran	51	NA	NA	F4	P.036	B	51P.036B	3	1	03.07.2017	3,14	4,09	7,1	3,07	3,43	17,99	23,51	23,075	422,9449	NA		
4	39	RAN	Ran	51	NA	NA	F4	P.037	D	51P.037D	1	2	05.06.2017	2,74	4,8	6,54	2,7	2,62	18,95	22,65	17,3964	429,2175	NA		
4	84	RAN	Ran	51	NA	NA	F4	P.037	D	51P.037D	2	1	02.07.2017	3,29	5,98	6,25	2,38	2,4	18,98	20,42	14,9375	387,5716	NA		
4	98	RAN	Ran	51	NA	NA	F4	P.037	D	51P.037D	3	1	03.07.2017	3,12	5,36	7,47	3,01	3,05	18,5	21,28	22,6341	393,68	NA		
4	43	RAN	Ran	51	NA	NA	F4	P.038	D	51P.038D	1	1	06.06.2017	2,99	5,56	8,18	3,73	3,31	17,69	21,18	28,7936	374,6742	NA		
4	56	RAN	Ran	51	NA	NA	F4	P.038	D	51P.038D	2	1	17.06.2017	4,49	4,95	8,3	3,41	3,92	19,26	24,31	30,4195	468,2106	NA		
4	57	RAN	Ran	51	NA	NA	F4	P.038	D	51P.038D	3	1	17.06.2017	2,32	6,03	9,57	3,81	3,92	21	27,31	36,98805	573,51	NA		
4	1	RAN	Ran	51	NA	NA	F4	P.039	A	51P.039A	1	1	23.05.2017	2,68	4,24	6,61	2,61	2,44	17,46	20,51	16,69025	358,1046	NA		
4	20	RAN	Ran	51	NA	NA	F4	P.039	A	51P.039A	2	1	26.05.2017	1,17	4,46	6,46	2,02	2,38	18,73	24,62	14,212	461,1326	NA		
4	127	RAN	Ran	51	NA	NA	F4	P.039	A	51P.039A	3	1	25.07.2017	1,92	5,29	8,56	3,03	3,31	18,13	23,27	27,1352	421,8851	NA		
4	8	RAN	Ran	51	NA	NA	F4	P.040	A	51P.040A	1	1	24.05.2017	2,36	4,43	6,96	2,76	2,81	21,63	22,09	19,3836	477,8067	NA		
4	31	RAN	Ran	51	NA	NA	F4	P.040	A	51P.040A	2	1	29.05.2017	2,76	4,86	7,86	3,54	3,11	22,73	25,73	26,1345	584,8429	NA		
4	83	RAN	Ran	51	NA	NA	F4	P.040	A	51P.040A	3	1	30.06.2017	2,3	3,57	8,41	3,51	3,23	20,13	23,73	28,3417	477,6849	NA		
