Generation 	Included 	Gener	Line	SEL	selected	line	dam	sire	plant	ident	Bloss	gad	gw	ghl	ghr	ubl	ubw	GA	UBA	lbl	lbw	INCLUDED 
4	1	F4	Up	NA	NA	UP	51UP3003A	51UP3039A	NA	51U4005	1	NA	8.07	3.92	3.68	19.84	25.57	30.666	507.3088	23.69	27.4	1
4	1	F4	Up	NA	NA	UP	51UP3003A	51UP3039A	NA	51U4005	2	NA	8.58	4.18	4.14	20.75	23.15	35.6928	480.3625	22.58	24.4	1
4	1	F4	Up	NA	NA	UP	51UP3003A	51UP3039A	NA	51U4005	3	NA	7.71	3.8	3.95	16.45	19.11	29.87625	314.3595	18.98	20.13	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3042A	NA	51U4006	1	NA	7.79	4.18	3.48	20.31	25.48	29.8357	517.4988	21.85	23.67	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3042A	NA	51U4006	2	NA	8.67	4.12	4.14	18.58	25.02	35.8071	464.8716	22.17	28.07	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3042A	NA	51U4006	3	NA	9.3	4.41	4.36	19.9	26.07	40.7805	518.793	23.34	28.25	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3028A	NA	51U4007	1	NA	6.99	3.21	3.21	19.85	24.02	22.4379	476.797	23.88	23.15	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3028A	NA	51U4007	2	NA	7.19	3.45	3.42	19.95	24.95	24.69765	497.7525	23.66	23.48	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3028A	NA	51U4007	3	NA	8.99	4.09	4.04	21.72	27.17	36.54435	590.1324	26.39	28.95	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3040A	NA	51U4008	1	NA	7.23	3.18	3.29	21.49	26.65	23.38905	572.7085	24.71	27.23	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3040A	NA	51U4008	2	NA	8.41	3.94	3.5	21.13	27	31.2852	570.51	24.48	29.34	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3040A	NA	51U4008	3	NA	8.24	2.75	3.83	18.68	23.86	27.1096	445.7048	22.28	25.31	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3058A	NA	51U4009	1	NA	7.77	3.25	3.28	17.64	22.04	25.36905	388.7856	20.24	22.71	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3058A	NA	51U4009	2	NA	6.06	2.81	2.6	15.51	18.86	16.3923	292.5186	17.91	19.35	1
4	1	F4	Up	NA	NA	UP	51UP3004A	51UP3058A	NA	51U4009	3	NA	7.2	3.62	3.82	19.24	23.42	26.784	450.6008	22.07	24.09	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3030B	NA	51U4010	1	NA	6.94	3.51	3.47	19.92	24.99	24.2206	497.8008	24.51	27.58	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3030B	NA	51U4010	2	NA	7.38	3.51	3.6	19.3	24.52	26.2359	473.236	23.47	26.73	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3030B	NA	51U4010	3	NA	8.75	4.5	4.73	23.6	29.63	40.38125	699.268	26.79	31.61	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3032B	NA	51U4011	1	NA	6.74	2.92	3.02	15.75	22.65	20.0178	356.7375	20.56	23.57	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3032B	NA	51U4011	2	NA	6.32	2.99	3.18	18.41	23.94	19.4972	440.7354	23.55	27.34	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3032B	NA	51U4011	3	NA	7.32	3.47	3.52	17.25	24.62	25.5834	424.695	22.18	25.96	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3038A	NA	51U4012	1	NA	8.61	4.1	4.02	20.65	25.85	34.9566	533.8025	24.56	27.88	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3038A	NA	51U4012	2	NA	8.54	3.75	3.92	17.06	23.82	32.7509	406.3692	23.44	25.58	1
4	1	F4	Up	NA	NA	UP	51UP3011A	51UP3038A	NA	51U4012	3	NA	8.82	4.12	4.07	20.38	25.63	36.1179	522.3394	24.93	24.58	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3003A	NA	51U4014	1	NA	6.93	3.08	3.36	23.81	29.26	22.3146	696.6806	30.08	31.67	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3003A	NA	51U4014	2	NA	6.71	3.27	3.15	20.73	24.58	21.5391	509.5434	25.58	28.04	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3003A	NA	51U4014	3	NA	7.69	3.91	3.78	20.45	23.66	29.56805	483.847	25.09	24.99	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3039B	NA	51U4015	1	NA	8.56	3.96	4.06	23.82	27.52	34.3256	655.5264	28.64	29.72	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3039B	NA	51U4015	2	NA	9.34	4.34	4.89	25.11	29.26	43.1041	734.7186	28.48	30.11	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3039B	NA	51U4015	3	NA	9.09	4.44	4.77	23.96	29.09	41.85945	696.9964	28.17	29.69	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3063A	NA	51U4016	1	NA	8.1	3.32	3.72	18.48	26.32	28.512	486.3936	23.1	26.36	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3063A	NA	51U4016	2	NA	7.79	3.69	3.62	19.43	23.55	28.47245	457.5765	23.38	26.05	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3063A	NA	51U4016	3	NA	8.09	3.91	4.12	18.3	23.51	32.48135	430.233	22.71	26.28	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3064A	NA	51U4017	1	NA	8.2	3.99	4.11	20.85	25.83	33.21	538.5555	24.7	30.01	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3064A	NA	51U4017	2	NA	7.27	3.56	3.62	18.5	23.25	26.0993	430.125	22.88	25.94	1
4	1	F4	Up	NA	NA	UP	51UP3012A	51UP3064A	NA	51U4017	3	NA	7.08	3.4	3.43	21.83	25.76	24.1782	562.3408	24.78	26.76	1
4	1	F4	Up	NA	NA	UP	51UP3013B	51UP3028B	NA	51U4018	1	NA	8.39	3.94	4.08	19.64	26.34	33.6439	517.3176	22.93	26.78	1
4	1	F4	Up	NA	NA	UP	51UP3013B	51UP3028B	NA	51U4018	2	NA	8.56	3.96	4.03	20.58	27.46	34.1972	565.1268	24.55	27.81	1
4	1	F4	Up	NA	NA	UP	51UP3013B	51UP3028B	NA	51U4018	3	NA	7.4	3.22	3.06	18.27	24.36	23.236	445.0572	22.78	24.67	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3037A	NA	51U4019	1	NA	8.57	4.16	4.63	21.23	25.95	37.66515	550.9185	23.68	22.73	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3037A	NA	51U4019	2	NA	7.69	4.66	4.42	22.63	26.71	34.9126	604.4473	26.94	28.02	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3037A	NA	51U4019	3	NA	9.19	4.31	4.36	23.66	25.94	39.83865	613.7404	26.13	27.15	1
4	1	F4	Up	NA	NA	UP	51UP3013B	51UP3063A	NA	51U4021	1	NA	9.32	4.66	4.81	22.2	29.9	44.1302	663.78	26.81	29.67	1
4	1	F4	Up	NA	NA	UP	51UP3013B	51UP3063A	NA	51U4021	2	NA	8.92	4.3	4.29	21.68	27.25	38.3114	590.78	24.51	29.48	1
4	1	F4	Up	NA	NA	UP	51UP3013B	51UP3063A	NA	51U4021	3	NA	8.73	4.1	4.34	20.93	28.5	36.8406	596.505	24.66	30.81	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3037A	NA	51U4022	1	NA	8.42	4.33	4.13	21.22	27.23	35.6166	577.8206	25.77	27.99	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3037A	NA	51U4022	2	NA	8.71	3.99	4.81	23.17	28.01	38.324	648.9917	28.89	27.6	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3037A	NA	51U4022	3	NA	8.2	3.94	4.15	20.14	26.97	33.169	543.1758	24.96	26.48	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3037A	NA	51U4023	1	NA	8.93	4.17	4.6	24.31	30.23	39.15805	734.8913	28.71	30.86	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3003A	NA	51U4024	1	NA	8.03	3.66	3.84	19.79	25.01	30.1125	494.9479	23.52	25.79	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3003A	NA	51U4024	2	NA	7.52	3.96	4.15	21.61	28.42	30.4936	614.1562	25.38	28.75	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3003A	NA	51U4024	3	NA	6.73	2.98	2.73	20.13	23.95	19.21415	482.1135	21.64	23.35	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3038A	NA	51U4025	1	NA	8.16	4.02	4.22	22.11	27.96	33.6192	618.1956	25.75	29.96	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3038A	NA	51U4025	2	NA	8.93	3.78	3.82	20.97	27.8	33.934	582.966	24.45	27.01	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3038A	NA	51U4025	3	NA	8.41	3.84	3.87	18.16	26	32.42055	472.16	24.52	26.44	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3012A	NA	51U4026	1	NA	8.37	3.89	3.84	23.54	29.24	32.35005	688.3096	25.96	28.43	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3012A	NA	51U4026	2	NA	7.14	3.62	3.45	22.26	27.07	25.2399	602.5782	27.2	28.71	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3012A	NA	51U4026	3	NA	8.17	4.25	3.87	21.83	26.21	33.1702	572.1643	26.37	28.33	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3058A	NA	51U4027	1	NA	5.56	2.44	2.36	16.93	18.65	13.344	315.7445	19.98	21.68	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3058A	NA	51U4027	2	NA	5.52	2.73	2.85	18.43	21.05	15.4008	387.9515	20.9	21.86	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3058A	NA	51U4027	3	NA	7.69	3.59	3.76	24.29	28.66	28.26075	696.1514	29.18	32.65	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3037A	NA	51U4028	1	NA	9.29	4.7	4.34	23.87	29.69	41.9908	708.7003	28.54	29.91	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3037A	NA	51U4028	2	NA	7.88	3.64	4.15	22.18	25.37	30.6926	562.7066	27.45	26.85	1
4	1	F4	Up	NA	NA	UP	51UP3028A	51UP3037A	NA	51U4028	3	NA	7.8	3.93	4.13	23.65	27.77	31.434	656.7605	29.01	28.01	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3039B	NA	51U4029	1	NA	6.46	2.81	2.89	18.94	21.39	18.411	405.1266	22.97	22.64	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3039B	NA	51U4029	2	NA	7.84	3.46	3.58	23.55	26.59	27.5968	626.1945	24.15	26.27	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3039B	NA	51U4029	3	NA	7.3	3.14	3.19	18.02	21.81	23.1045	393.0162	21.78	21.98	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3013B	NA	51U4030	1	NA	7.48	3.27	3.46	21.32	24.6	25.1702	524.472	24.61	26.08	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3013B	NA	51U4030	2	NA	7.92	3.3	3.42	19.73	24.17	26.6112	476.8741	21.97	21.79	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3013B	NA	51U4030	3	NA	7.4	3.11	3.56	18.62	24.22	24.679	450.9764	23.47	24.56	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3004A	NA	51U4031	1	NA	7.22	3.29	3.63	18.43	23.05	24.9812	424.8115	21.32	24.36	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3004A	NA	51U4031	2	NA	8.18	3.79	3.77	19.18	23.56	30.9204	451.8808	22.02	24.89	1
4	1	F4	Up	NA	NA	UP	51UP3030B	51UP3004A	NA	51U4031	3	NA	7.46	3.39	3.64	19.83	24.12	26.2219	478.2996	21.3	23.91	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3004A	NA	51U4033	1	NA	6.34	2.9	2.94	20.15	22.96	18.5128	462.644	24.77	26.07	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3004A	NA	51U4033	2	NA	6.18	2.71	2.66	18.2	20.31	16.5933	369.642	21.07	22.41	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3004A	NA	51U4033	3	NA	8.03	3.9	3.93	20.22	25.38	31.43745	513.1836	24.8	26.82	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3034B	NA	51U4035	1	NA	8.48	3.86	3.98	20.53	28.29	33.2416	580.7937	25.1	27.88	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3034B	NA	51U4035	2	NA	7.75	3.45	3.44	21.94	27.16	26.69875	595.8904	24.29	25.96	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3034B	NA	51U4035	3	NA	7.76	3.02	3.29	19.11	25.93	24.4828	495.5223	25.06	26.87	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3012A	NA	51U4036	1	NA	9.47	4.82	4.97	24.43	29.85	46.35565	729.2355	30	32.2	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3012A	NA	51U4036	2	NA	9.2	4.32	4.51	27.07	31.38	40.618	849.4566	31.14	35.33	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3012A	NA	51U4036	3	NA	8.74	4.26	4.75	24.83	29.85	39.3737	741.1755	28.45	32.8	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3012A	NA	51U4037	1	NA	8.65	4.47	4.31	26.06	30.31	37.9735	789.8786	30.65	31.23	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3012A	NA	51U4037	2	NA	8.9	4.11	4.61	26.92	31.16	38.804	838.8272	28.96	33.14	1
4	1	F4	Up	NA	NA	UP	51UP3032B	51UP3012A	NA	51U4037	3	NA	8.74	4.17	4.38	24.73	29.73	37.3635	735.2229	29.22	31.68	1
4	1	F4	Up	NA	NA	UP	51UP3037A	51UP3013B	NA	51U4038	1	NA	8.15	4.46	4.16	18.51	23.31	35.1265	431.4681	21.17	23.77	1
4	1	F4	Up	NA	NA	UP	51UP3037A	51UP3013B	NA	51U4038	2	NA	8.49	4.08	4.08	20.77	25.95	34.6392	538.9815	23.62	25.75	1
4	1	F4	Up	NA	NA	UP	51UP3037A	51UP3013B	NA	51U4038	3	NA	8.78	3.85	4.14	19.97	25.27	35.0761	504.6419	23	25.85	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3042A	NA	51U4040	1	NA	8.39	3.92	3.95	24.22	30.22	33.01465	731.9284	27.89	30.91	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3042A	NA	51U4040	2	NA	9.1	3.96	4.09	20.17	25.75	36.6275	519.3775	24.18	28.6	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3042A	NA	51U4040	3	NA	9.02	3.88	4.05	20.99	25.8	35.7643	541.542	25.02	28.03	1
4	1	F4	Up	NA	NA	UP	51UP3038A	51UP3063A	NA	51U4041	1	NA	8.1	3.74	3.76	21.67	28.4	30.375	615.428	25.51	29.66	1
4	1	F4	Up	NA	NA	UP	51UP3038A	51UP3063A	NA	51U4041	2	NA	7.98	3.42	3.7	20.47	25.25	28.4088	516.8675	23.99	24.94	1
4	1	F4	Up	NA	NA	UP	51UP3038A	51UP3063A	NA	51U4041	3	NA	7.39	3.76	4.06	20.63	23.55	28.8949	485.8365	23.64	24.89	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3042A	NA	51U4042	1	NA	7.1	3.35	3.47	20.49	25.64	24.211	525.3636	25.02	26.9	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3042A	NA	51U4042	2	NA	8.74	4.4	4.64	23.65	31.87	39.5048	753.7255	27.56	31.62	1
4	1	F4	Up	NA	NA	UP	51UP3038A	51UP3030B	NA	51U4044	1	NA	8.49	4.06	4.09	19.61	24.52	34.59675	480.8372	23.43	25.02	1
4	1	F4	Up	NA	NA	UP	51UP3038A	51UP3030B	NA	51U4044	2	NA	7.05	3.21	3	18.16	22.45	21.89025	407.692	22.3	20.89	1
4	1	F4	Up	NA	NA	UP	51UP3038A	51UP3030B	NA	51U4044	3	NA	7.72	3.57	3.52	18.62	21.56	27.3674	401.4472	21.46	22.4	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3013B	NA	51U4045	1	NA	8.06	3.72	3.61	21.77	28.76	29.5399	626.1052	26.43	30	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3013B	NA	51U4045	2	NA	9.28	4.3	4.2	23.31	30.96	39.44	721.6776	29.13	32.49	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3013B	NA	51U4045	3	NA	8.9	3.54	4.2	21.45	26.27	34.443	563.4915	24.62	27.71	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3063A	NA	51U4046	1	NA	8.34	4.28	4.26	23.04	26.61	35.6118	613.0944	25.07	26.01	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3063A	NA	51U4046	2	NA	8.07	4.13	3.97	23.1	26.94	32.6835	622.314	25.85	28.87	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3063A	NA	51U4046	3	NA	9.07	4.43	4.69	25.71	28.35	41.3592	728.8785	27.08	29.87	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3042A	NA	51U4047	1	NA	8.29	3.54	3.68	19.01	29.04	29.9269	552.0504	27.19	32.57	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3042A	NA	51U4047	2	NA	8.6	4.31	4.24	22.83	30.16	36.765	688.5528	28.65	30.44	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3042A	NA	51U4047	3	NA	7.77	3.59	3.23	21.17	26.26	26.4957	555.9242	25.77	28.09	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3013B	NA	51U4048	1	NA	9.96	4.25	4.65	24.19	30.55	44.322	739.0045	31.53	32.23	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3013B	NA	51U4048	2	NA	7.72	3.5	3.83	24.87	25.12	28.2938	624.7344	26.93	26.66	1
4	1	F4	Up	NA	NA	UP	51UP3039B	51UP3013B	NA	51U4048	3	NA	7.42	3.49	3.83	21.59	23.34	27.1572	503.9106	26.05	22.52	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3063A	NA	51U4049	1	NA	7.28	3.3	3.31	20.34	25.18	24.0604	512.1612	25.8	27.03	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3063A	NA	51U4049	2	NA	8.39	4.35	4.23	23.47	25.84	35.9931	606.4648	25.97	27.66	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3063A	NA	51U4049	3	NA	7.83	3.75	3.91	22.68	28.68	29.9889	650.4624	28.14	29.05	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3011A	NA	51U4050	1	NA	8.72	4.16	4.17	24.86	28.77	36.3188	715.2222	28.69	32.16	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3011A	NA	51U4050	2	NA	8.7	3.89	3.81	25.45	30.54	33.495	777.243	28.01	31.29	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3011A	NA	51U4050	3	NA	9.26	4.35	4.67	24.56	30.19	41.7626	741.4664	27.4	32.08	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3030B	NA	51U4051	1	NA	7.96	4.32	4.17	22.67	28.66	33.7902	649.7222	25.66	28.93	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3030B	NA	51U4051	2	NA	8.24	4.58	4.3	23.05	29.34	36.5856	676.287	26.34	30.16	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3030B	NA	51U4051	3	NA	8.27	4.61	4.5	20.39	27.07	37.66985	551.9573	24.26	28.68	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3011A	NA	51U4052	1	NA	8.81	3.98	4.48	24.4	26.43	37.2663	644.892	25.82	27.37	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3011A	NA	51U4052	2	NA	8.69	4.39	4.28	22.87	27.7	37.67115	633.499	28.77	31.74	1
4	1	F4	Up	NA	NA	UP	51UP3040A	51UP3011A	NA	51U4052	3	NA	8.73	4.28	4.22	24.47	30.5	37.1025	746.335	29.67	32.36	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3040A	NA	51U4053	1	NA	9.03	3.52	3.82	22.77	28.23	33.1401	642.7971	25.36	30.62	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3040A	NA	51U4053	2	NA	9.92	4.04	3.86	22.83	28.87	39.184	659.1021	27.12	30.81	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3040A	NA	51U4053	3	NA	8.19	3.71	3.52	21.28	26.05	29.60685	554.344	24.95	29.27	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3028A	NA	51U4054	1	NA	7.51	3.61	3.58	20.95	29.12	26.99845	610.064	26.49	30.28	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3028A	NA	51U4054	2	NA	7.39	3.09	3.3	20.14	23.04	23.61105	464.0256	22.94	24.62	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3028A	NA	51U4054	3	NA	7.07	3.06	3.43	21.56	24.18	22.94215	521.3208	24.2	26.41	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3012A	NA	51U4056	1	NA	8.6	3.47	3.61	21.57	27.87	30.444	601.1559	26.71	30.83	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3012A	NA	51U4056	2	NA	7.99	3.65	3.99	21.29	25.02	30.5218	532.6758	23.56	28.38	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3012A	NA	51U4056	3	NA	8.5	3.71	3.74	19.12	24.4	31.6625	466.528	23.77	26.38	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3058A	NA	51U4057	1	NA	6.47	2.55	2.55	21.06	24.71	16.4985	520.3926	25.35	26.77	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3058A	NA	51U4057	2	NA	7.56	3.26	3.49	20.12	25.23	25.515	507.6276	22.99	26.71	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3058A	NA	51U4057	3	NA	7.71	3.28	2.85	20.66	26.16	23.63115	540.4656	26.38	28.79	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3012A	NA	51U4058	1	NA	9.14	4.53	4.48	25.09	31.49	41.1757	790.0841	30.48	34.66	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3012A	NA	51U4058	2	NA	9.23	4.01	4.47	21.52	27.54	39.1352	592.6608	25.82	31	1
4	1	F4	Up	NA	NA	UP	51UP3042A	51UP3012A	NA	51U4058	3	NA	9.7	4.23	4.43	23.03	29.12	42.001	670.6336	27.2	30.09	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3064A	NA	51U4059	1	NA	9.12	5.02	4.58	23.64	28.69	43.776	678.2316	28	30.68	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3064A	NA	51U4059	2	NA	8.45	4.32	4.73	23.11	29.94	38.23625	691.9134	26.74	30.65	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3064A	NA	51U4059	3	NA	9.65	5.36	5.42	25.57	29.31	52.0135	749.4567	31.66	34.13	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3064A	NA	51U4060	1	NA	9.12	4.18	4.16	21.3	26.55	38.0304	565.515	24.55	29.45	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3064A	NA	51U4060	2	NA	8.33	4.25	4.79	21.83	27.54	37.6516	601.1982	25.44	30.01	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3064A	NA	51U4060	3	NA	8.62	4.26	3.92	18.7	24.65	35.2558	460.955	22.45	24.15	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3038A	NA	51U4061	1	NA	8.28	3.94	4.21	21.45	27.13	33.741	581.9385	26.46	31.43	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3038A	NA	51U4061	2	NA	7.77	3.9	3.9	21.34	25.53	30.303	544.8102	24.7	27.68	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3038A	NA	51U4061	3	NA	8.35	3.95	4.3	21.35	24.26	34.44375	517.951	23.66	24.72	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3037A	NA	51U4062	1	NA	7.62	3.45	3.84	20.85	25.05	27.7749	522.2925	27.2	24.1	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3037A	NA	51U4062	2	NA	8.95	4.47	4.56	23.92	26.7	40.40925	638.664	25.69	26.6	1
4	1	F4	Up	NA	NA	UP	51UP3058A	51UP3037A	NA	51U4062	3	NA	9.24	3.99	4.32	22.08	26.68	38.3922	589.0944	22.93	24.18	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3058A	NA	51U4063	1	NA	8.93	4.3	4.3	22.21	30.96	38.399	687.6216	28.51	33.15	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3058A	NA	51U4063	2	NA	7.94	3.68	4.12	21.31	26.74	30.966	569.8294	25.69	27.1	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3058A	NA	51U4063	3	NA	9.1	4.2	3.91	21.83	27.65	36.9005	603.5995	24.58	27.59	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3028A	NA	51U4065	1	NA	8.33	3.49	3.73	25.86	29.74	30.0713	769.0764	29.61	33.08	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3028A	NA	51U4065	2	NA	8.39	4.46	4.02	23.89	29.3	35.5736	699.977	26.17	30.51	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3028A	NA	51U4065	3	NA	9.58	4.5	4.33	26.75	31.59	42.2957	845.0325	31.96	34.09	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3003A	NA	51U4066	1	NA	7.32	3.89	4.01	22.22	25.05	28.914	556.611	25.89	27.91	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3003A	NA	51U4066	2	NA	8.15	4.23	4.09	20.7	26.53	33.904	549.171	26.15	29.21	1
4	1	F4	Up	NA	NA	UP	51UP3063A	51UP3003A	NA	51U4066	3	NA	7.56	3.79	3.84	22.72	27.8	28.8414	631.616	25.95	28.56	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3032B	NA	51U4067	1	NA	8.14	3.98	4.35	22.93	27.94	33.9031	640.6642	27.55	31.33	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3032B	NA	51U4067	2	NA	6.94	3.16	3.3	21.17	23.83	22.4162	504.4811	25.06	25.8	1
4	1	F4	Up	NA	NA	UP	51UP3064A	51UP3032B	NA	51U4067	3	NA	7.64	3.24	3.84	23.00	27.27	27.0456	627.21	26.99	31.13	1
