ind	Line	Gener	block	dam	sire	bloss	malefl	gad	Gwtot	GHl	GHr	UBL	UBW	GA	UBA	lbl	lbw	selected	select_rand	SEL
RAN1104	Ran	F1	NA	40.097	40.053	2	2	4.33	7.24	2.83	3.07	23.07	26.40	21.36	609.048	NA	NA	no	0	0
RAN1104	Ran	F1	NA	40.097	40.053	1	1	4.15	6.63	3.00	2.87	21.44	22.13	19.46	474.4672	NA	NA	no	0	0
RAN1103	Ran	F1	NA	40.117	40.097	3	1	3.13	6.39	2.64	2.42	18.30	19.32	16.17	353.556	NA	NA	no	0	0
RAN1103	Ran	F1	NA	40.117	40.097	2	2	3.03	7.10	2.86	2.87	21.75	22.80	20.34	495.9	NA	NA	no	0	0
RAN1103	Ran	F1	NA	40.117	40.097	1	1	3.69	5.48	2.27	2.42	16.97	16.52	12.85	280.3444	NA	NA	no	0	0
RAN1102	Ran	F1	NA	70.260	70.082	3	2	2.76	6.46	2.51	2.39	19.48	23.51	15.83	457.9748	NA	NA	no	0	0
RAN1102	Ran	F1	NA	70.260	70.082	2	1	3.42	6.25	2.56	2.81	18.15	18.70	16.78	339.405	NA	NA	no	0	0
RAN1102	Ran	F1	NA	70.260	70.082	1	1	4.12	5.79	2.48	2.61	19.41	21.07	14.74	408.9687	NA	NA	no	0	0
RAN1101	Ran	F1	NA	70.166	70.489	3	1	3.12	7.55	2.95	3.08	21.53	20.97	22.76	451.4841	NA	NA	up	0	1
RAN1101	Ran	F1	NA	70.166	70.489	2	1	3.24	6.72	2.53	2.96	20.26	19.27	18.45	390.4102	NA	NA	up	0	1
RAN1101	Ran	F1	NA	70.166	70.489	1	2	3.30	7.15	3.00	3.15	22.15	23.13	21.99	512.3295	NA	NA	up	0	1
RAN1100	Ran	F1	NA	70.098	70.474	3	2	3.02	5.50	2.34	2.03	15.12	15.23	12.02	230.2776	NA	NA	no	1	0
RAN1100	Ran	F1	NA	70.098	70.474	2	1	2.54	6.09	2.44	3.00	21.60	23.49	16.56	507.384	NA	NA	no	1	0
RAN1100	Ran	F1	NA	70.098	70.474	1	1	3.66	6.42	2.34	2.71	18.51	20.33	16.21	376.3083	NA	NA	no	1	0
RAN1098	Ran	F1	NA	70.072	70.007	3	2	4.44	6.44	2.28	2.33	21.19	19.99	14.84	423.5881	NA	NA	down	0	1
RAN1098	Ran	F1	NA	70.072	70.007	2	1	4.39	5.95	2.20	2.45	21.23	19.44	13.83	412.7112	NA	NA	down	0	1
RAN1098	Ran	F1	NA	70.072	70.007	1	1	4.13	5.30	1.87	1.88	20.50	17.57	9.94	360.185	NA	NA	down	0	1
RAN1097	Ran	F1	NA	70.018	70.375	3	2	2.37	5.53	2.15	2.25	16.73	17.87	12.17	298.9651	NA	NA	down	0	1
RAN1097	Ran	F1	NA	70.018	70.375	2	2	3.21	5.57	2.63	2.56	20.26	20.40	14.45	413.304	NA	NA	down	0	1
RAN1097	Ran	F1	NA	70.018	70.375	1	1	3.42	6.65	2.78	2.68	18.34	19.23	18.15	352.6782	NA	NA	down	0	1
RAN1096	Ran	F1	NA	70.146	70.268	3	1	3.52	6.58	2.78	2.69	19.21	22.03	18.00	423.1963	NA	NA	no	0	0
RAN1096	Ran	F1	NA	70.146	70.268	2	1	3.39	5.50	2.50	2.24	14.99	15.99	13.04	239.6901	NA	NA	no	0	0
RAN1096	Ran	F1	NA	70.146	70.268	1	2	4.03	6.92	2.68	2.92	17.67	19.09	19.38	337.3203	NA	NA	no	0	0
RAN1095	Ran	F1	NA	70.283	70.339	3	1	3.28	7.19	2.82	2.82	19.93	21.17	20.28	421.9181	NA	NA	no	0	0
RAN1095	Ran	F1	NA	70.283	70.339	2	2	3.76	6.81	2.75	2.65	17.66	19.19	18.39	338.8954	NA	NA	no	0	0
RAN1095	Ran	F1	NA	70.283	70.339	1	2	3.75	6.36	2.58	2.94	18.02	19.80	17.55	356.796	NA	NA	no	0	0
RAN1094	Ran	F1	NA	70.381	70.458	3	2	2.49	6.35	3.18	2.87	22.68	24.74	19.21	561.1032	NA	NA	no	0	0
RAN1094	Ran	F1	NA	70.381	70.458	2	1	3.90	6.43	2.90	2.19	21.30	23.25	16.36	495.225	NA	NA	no	0	0
RAN1094	Ran	F1	NA	70.381	70.458	1	1	3.33	6.58	2.88	2.55	20.63	22.50	17.86	464.175	NA	NA	no	0	0
RAN1093	Ran	F1	NA	70.211	70.398	3	2	3.33	7.11	3.14	3.06	26.26	27.11	22.04	711.9086	NA	NA	no	1	0
RAN1093	Ran	F1	NA	70.211	70.398	2	1	3.20	5.88	2.94	2.86	21.72	18.95	17.05	411.594	NA	NA	no	1	0
RAN1093	Ran	F1	NA	70.211	70.398	1	2	3.50	6.99	2.99	3.19	21.52	22.00	21.60	473.44	NA	NA	no	1	0
RAN1092	Ran	F1	NA	70.009	70.319	3	1	2.90	7.71	3.19	3.05	24.18	23.85	24.06	576.693	NA	NA	no	0	0
RAN1092	Ran	F1	NA	70.009	70.319	2	2	4.46	6.34	2.64	2.75	21.99	21.85	17.09	480.4815	NA	NA	no	0	0
RAN1092	Ran	F1	NA	70.009	70.319	1	1	4.21	6.04	2.42	2.45	20.17	19.97	14.71	402.7949	NA	NA	no	0	0
RAN1091	Ran	F1	NA	70.149	70.033	3	1	1.84	5.15	1.21	2.39	17.70	17.30	9.27	306.21	NA	NA	no	0	0
RAN1091	Ran	F1	NA	70.149	70.033	2	1	3.21	5.62	2.52	2.58	19.75	20.01	14.33	395.1975	NA	NA	no	0	0
RAN1091	Ran	F1	NA	70.149	70.033	1	1	2.95	4.94	2.04	2.01	18.12	15.75	10.00	285.39	NA	NA	no	0	0
RAN1090	Ran	F1	NA	70.360	70.433	3	2	3.64	5.77	2.25	2.39	17.44	16.91	13.39	294.9104	NA	NA	no	0	0
RAN1090	Ran	F1	NA	70.360	70.433	2	1	4.01	5.58	2.27	2.21	20.83	18.43	12.50	383.8969	NA	NA	no	0	0
RAN1090	Ran	F1	NA	70.360	70.433	1	2	3.84	6.80	2.69	2.63	18.64	17.51	18.09	326.3864	NA	NA	no	0	0
RAN1089	Ran	F1	NA	70.272	70.424	3	1	3.61	6.23	2.76	2.78	21.03	19.79	17.26	416.1837	NA	NA	no	0	0
RAN1089	Ran	F1	NA	70.272	70.424	2	2	3.69	4.90	2.36	2.42	20.44	19.03	11.71	388.9732	NA	NA	no	0	0
RAN1089	Ran	F1	NA	70.272	70.424	1	1	3.28	5.05	2.08	2.07	15.21	16.19	10.48	246.2499	NA	NA	no	0	0
RAN1088	Ran	F1	NA	70.450	70.442	3	2	3.70	7.29	2.76	3.16	20.60	21.99	21.58	452.994	NA	NA	up	0	1
RAN1088	Ran	F1	NA	70.450	70.442	2	1	3.73	7.59	3.50	3.32	21.59	21.46	25.88	463.3214	NA	NA	up	0	1
RAN1088	Ran	F1	NA	70.450	70.442	1	1	3.74	7.10	2.96	2.81	19.16	19.66	20.48	376.6856	NA	NA	up	0	1
RAN1086	Ran	F1	NA	70.243	70.070	3	1	3.73	6.59	2.79	2.31	20.23	18.98	16.80	383.9654	NA	NA	no	0	0
RAN1086	Ran	F1	NA	70.243	70.070	2	1	4.25	6.89	3.21	3.08	21.40	22.15	21.67	474.01	NA	NA	no	0	0
RAN1086	Ran	F1	NA	70.243	70.070	1	1	3.56	5.32	2.42	2.31	17.61	17.48	12.58	307.8228	NA	NA	no	0	0
RAN1085	Ran	F1	NA	70.317	70.084	3	1	3.59	4.94	1.67	1.68	17.37	16.20	8.27	281.394	NA	NA	no	1	0
RAN1085	Ran	F1	NA	70.317	70.084	2	2	4.08	3.62	3.93	6.86	21.41	21.47	19.53	459.6727	NA	NA	no	1	0
RAN1085	Ran	F1	NA	70.317	70.084	1	1	3.51	4.42	1.41	1.87	20.43	18.65	7.25	381.0195	NA	NA	no	1	0
RAN1084	Ran	F1	NA	70.144	70.088	3	2	3.22	5.25	2.30	2.30	18.14	19.36	12.08	351.1904	NA	NA	down	0	1
RAN1084	Ran	F1	NA	70.144	70.088	2	1	3.18	5.68	2.18	2.18	16.15	17.69	12.38	285.6935	NA	NA	down	0	1
RAN1084	Ran	F1	NA	70.144	70.088	1	1	2.94	5.50	2.42	2.43	17.88	18.22	13.34	325.7736	NA	NA	down	0	1
RAN1083	Ran	F1	NA	70.086	70.167	3	1	3.84	5.75	2.53	2.51	15.64	17.75	14.49	277.61	NA	NA	down	0	1
RAN1083	Ran	F1	NA	70.086	70.167	2	2	3.61	5.66	2.24	2.38	16.59	18.14	13.07	300.9426	NA	NA	down	0	1
RAN1083	Ran	F1	NA	70.086	70.167	1	2	3.58	6.01	2.49	2.59	16.47	20.73	15.27	341.4231	NA	NA	down	0	1
RAN1081	Ran	F1	NA	70.396	70.240	3	1	2.45	6.70	2.61	2.60	20.40	21.81	17.45	444.924	NA	NA	no	0	0
RAN1081	Ran	F1	NA	70.396	70.240	2	2	3.35	5.87	2.51	2.48	24.14	24.59	14.65	593.6026	NA	NA	no	0	0
RAN1081	Ran	F1	NA	70.396	70.240	1	1	3.83	6.18	2.62	2.16	19.39	21.02	14.77	407.5778	NA	NA	no	0	0
RAN1079	Ran	F1	NA	70.176	70.174	3	1	4.09	6.92	2.71	2.98	19.76	21.83	19.69	431.3608	NA	NA	no	0	0
RAN1079	Ran	F1	NA	70.176	70.174	2	1	3.36	6.71	2.87	2.65	18.98	20.77	18.52	394.2146	NA	NA	no	0	0
RAN1079	Ran	F1	NA	70.176	70.174	1	1	3.68	5.6	2.93	2.55	20.2	20.56	15.34	415.312	NA	NA	no	0	0
RAN1078	Ran	F1	NA	70.399	70.216	3	1	2.93	6.70	2.40	2.59	18.46	18.29	16.72	337.6334	NA	NA	no	1	0
RAN1078	Ran	F1	NA	70.399	70.216	2	1	3.19	6.24	2.76	2.76	19.62	19.60	17.22	384.552	NA	NA	no	1	0
RAN1078	Ran	F1	NA	70.399	70.216	1	1	3.45	7.23	2.47	2.72	20.44	21.66	18.76	442.7304	NA	NA	no	1	0
RAN1077	Ran	F1	NA	70.084	70.257	3	2	3.55	6.43	2.46	2.39	20.76	22.69	15.59	471.0444	NA	NA	no	1	0
RAN1077	Ran	F1	NA	70.084	70.257	2	1	2.62	6.57	2.27	2.40	21.40	23.66	15.34	506.324	NA	NA	no	1	0
RAN1077	Ran	F1	NA	70.084	70.257	1	1	2.98	6.30	2.36	2.52	18.66	19.87	15.37	370.7742	NA	NA	no	1	0
RAN1075	Ran	F1	NA	70.445	70.182	3	1	2.75	7.04	2.71	3.20	24.09	22.65	20.80	545.6385	NA	NA	no	0	0
RAN1075	Ran	F1	NA	70.445	70.182	2	1	4.10	6.94	3.01	2.87	22.14	22.36	20.40	495.0504	NA	NA	no	0	0
RAN1075	Ran	F1	NA	70.445	70.182	1	1	3.93	7.66	2.79	2.65	23.35	25.29	20.84	590.5215	NA	NA	no	0	0
RAN1074	Ran	F1	NA	70.382	70.115	3	1	3.87	6.74	3.11	2.99	17.82	19.83	20.56	353.3706	NA	NA	no	1	0
RAN1074	Ran	F1	NA	70.382	70.115	2	1	3.36	5.69	2.62	2.85	16.01	16.15	15.56	258.5615	NA	NA	no	1	0
RAN1074	Ran	F1	NA	70.382	70.115	1	1	3.94	5.96	2.54	2.28	15.68	16.60	14.36	260.288	NA	NA	no	1	0
RAN1073	Ran	F1	NA	70.386	70.145	3	1	3.00	6.45	2.74	2.86	19.27	20.66	18.06	398.1182	NA	NA	up	1	0
RAN1073	Ran	F1	NA	70.386	70.145	2	1	3.27	6.61	3.24	3.02	17.76	19.02	20.69	337.7952	NA	NA	up	1	0
RAN1073	Ran	F1	NA	70.386	70.145	1	1	3.77	6.82	3.13	3.14	18.41	19.95	21.38	367.2795	NA	NA	up	1	0
RAN1072	Ran	F1	NA	70.368	70.395	3	1	4.08	7.21	3.08	3	18.81	19.65	21.92	369.6165	NA	NA	up	0	1
RAN1072	Ran	F1	NA	70.368	70.395	2	2	3.94	6.75	2.88	2.94	19.97	20.62	19.64	411.7814	NA	NA	up	0	1
RAN1072	Ran	F1	NA	70.368	70.395	1	1	4.32	7.39	3.06	3.29	16.49	19.84	23.46	327.1616	NA	NA	up	0	1
RAN1071	Ran	F1	NA	70.100	70.166	3	1	2.85	6.37	2.62	2.77	18.81	21.84	17.17	410.8104	NA	NA	no	0	0
RAN1071	Ran	F1	NA	70.100	70.166	2	2	2.94	5.33	2.05	2.18	17.70	16.89	11.27	298.953	NA	NA	no	0	0
RAN1071	Ran	F1	NA	70.100	70.166	1	1	2.78	6.30	2.70	2.78	20.09	20.25	17.26	406.8225	NA	NA	no	0	0
RAN1070	Ran	F1	NA	70.029	70.390	3	2	2.87	6.48	2.83	2.69	21.50	21.52	17.88	462.68	NA	NA	no	0	0
RAN1070	Ran	F1	NA	70.029	70.390	2	2	3.58	5.65	2.28	2.90	17.42	17.83	14.63	310.5986	NA	NA	no	0	0
RAN1070	Ran	F1	NA	70.029	70.390	1	2	3.81	6.48	3.02	2.66	18.83	19.42	18.40	365.6786	NA	NA	no	0	0
RAN1069	Ran	F1	NA	70.250	70.241	3	3	3.75	7.71	2.99	3.13	23.20	23.09	23.59	535.688	NA	NA	no	0	0
RAN1069	Ran	F1	NA	70.250	70.241	2	1	3.52	7.03	2.81	2.80	19.67	20.06	19.72	394.5802	NA	NA	no	0	0
RAN1069	Ran	F1	NA	70.250	70.241	1	1	3.82	5.86	2.72	2.53	16.72	17.09	15.38	285.7448	NA	NA	no	0	0
RAN1068	Ran	F1	NA	70.321	70.137	3	3	3.49	6.73	2.49	2.77	23.98	19.91	17.70	477.4418	NA	NA	no	0	0
RAN1068	Ran	F1	NA	70.321	70.137	2	1	3.81	6.17	2.43	2.28	23.45	22.54	14.53	528.563	NA	NA	no	0	0
RAN1068	Ran	F1	NA	70.321	70.137	1	1	3.40	5.17	1.84	2.02	18.14	17.11	9.98	310.3754	NA	NA	no	0	0
RAN1067	Ran	F1	NA	70.313	70.454	3	1	3.22	5.88	2.50	2.79	16.57	15.36	15.55	254.5152	NA	NA	no	0	0
RAN1067	Ran	F1	NA	70.313	70.454	2	1	3.32	6.45	2.59	2.92	20.44	19.52	17.77	398.9888	NA	NA	no	0	0
RAN1067	Ran	F1	NA	70.313	70.454	1	1	3.13	5.97	2.53	2.86	16.71	15.31	16.09	255.8301	NA	NA	no	0	0
RAN1066	Ran	F1	NA	70.019	70.193	3	1	3.24	5.59	1.96	1.96	20.27	20.27	10.96	410.8729	NA	NA	no	0	0
RAN1066	Ran	F1	NA	70.019	70.193	2	1	2.88	5.42	2.08	1.87	17.20	16.04	10.70	275.888	NA	NA	no	0	0
RAN1066	Ran	F1	NA	70.019	70.193	1	2	3.36	5.62	2.45	2.56	21.02	21.29	14.08	447.5158	NA	NA	no	0	0
RAN1065	Ran	F1	NA	70.284	70.121	3	1	3.67	6.70	2.65	2.64	18.72	18.94	17.72	354.5568	NA	NA	no	0	0
RAN1065	Ran	F1	NA	70.284	70.121	2	1	3.84	6.80	2.84	2.69	19.85	22.04	18.80	437.494	NA	NA	no	0	0
RAN1065	Ran	F1	NA	70.284	70.121	1	1	3.75	6.55	2.56	2.62	18.63	20.10	16.96	374.463	NA	NA	no	0	0
RAN1064	Ran	F1	NA	70.449	70.053	3	2	3.54	7.25	2.48	2.84	20.52	23.38	19.29	479.7576	NA	NA	no	1	0
RAN1064	Ran	F1	NA	70.449	70.053	2	1	2.91	6.33	2.45	2.43	20.27	21.79	15.45	441.6833	NA	NA	no	1	0
RAN1064	Ran	F1	NA	70.449	70.053	1	1	3.03	7.19	3.03	2.97	18.43	18.95	21.57	349.2485	NA	NA	no	1	0
RAN1063	Ran	F1	NA	70.448	70.441	4	1	3.46	6.01	2.61	2.62	20.52	21.35	15.72	438.102	NA	NA	no	0	0
RAN1063	Ran	F1	NA	70.448	70.441	3	1	3.01	7.35	2.82	3.15	21.69	23.31	21.94	505.5939	NA	NA	no	0	0
RAN1063	Ran	F1	NA	70.448	70.441	2	2	3.15	6.87	2.79	2.92	21.59	20.67	19.61	446.2653	NA	NA	no	0	0
RAN1063	Ran	F1	NA	70.448	70.441	1	1	3.30	7.15	2.47	2.65	21.99	23.29	18.30	512.1471	NA	NA	no	0	0
RAN1062	Ran	F1	NA	70.283	70.339	3	2	2.23	6.10	2.50	2.49	17.22	16.75	15.22	288.435	NA	NA	no	1	0
RAN1062	Ran	F1	NA	70.283	70.339	2	1	3.11	6.17	2.35	2.52	17.85	18.29	15.02	326.4765	NA	NA	no	1	0
RAN1062	Ran	F1	NA	70.283	70.339	1	1	2.95	5.47	2.50	2.57	17.77	16.72	13.87	297.1144	NA	NA	no	1	0
RAN1061	Ran	F1	NA	70.146	70.268	4	1	3.42	6.69	2.44	2.49	18.62	20.37	16.49	379.2894	NA	NA	no	0	0
RAN1061	Ran	F1	NA	70.146	70.268	3	2	3.79	7.79	3.11	3.07	21.55	22.71	24.07	489.4005	NA	NA	no	0	0
RAN1061	Ran	F1	NA	70.146	70.268	2	2	3.78	7.53	2.43	3.00	23.10	23.78	20.44	549.318	NA	NA	no	0	0
RAN1061	Ran	F1	NA	70.146	70.268	1	1	3.81	7.68	2.72	2.83	20.96	22.25	21.31	466.36	NA	NA	no	0	0
RAN1060	Ran	F1	NA	70.455	70.452	3	1	3.10	6.63	2.35	2.39	19.29	19.06	15.71	367.6674	NA	NA	no	0	0
RAN1060	Ran	F1	NA	70.455	70.452	2	1	3.23	6.22	2.22	2.34	19.05	17.03	14.18	324.4215	NA	NA	no	0	0
RAN1060	Ran	F1	NA	70.455	70.452	1	1	3.26	6.04	2.11	2.51	17.66	16.68	13.95	294.5688	NA	NA	no	0	0
RAN1059	Ran	F1	NA	70.337	70.410	3	1	3.25	6.55	2.66	2.85	17.75	21.26	18.05	377.365	NA	NA	no	0	0
RAN1059	Ran	F1	NA	70.337	70.410	2	1	3.52	6.19	2.59	2.52	14.81	17.27	15.82	255.7687	NA	NA	no	0	0
RAN1059	Ran	F1	NA	70.337	70.410	1	2	3.68	6.88	2.98	2.93	18.77	20.96	20.33	393.4192	NA	NA	no	0	0
RAN1058	Ran	F1	NA	70.321	70.137	3	1	3.47	6.51	2.64	2.81	19.09	20.27	17.74	386.9543	NA	NA	down	0	1
RAN1058	Ran	F1	NA	70.321	70.137	2	1	3.53	5.69	2.50	2.53	19.00	20.03	14.31	380.57	NA	NA	down	0	1
RAN1058	Ran	F1	NA	70.321	70.137	1	1	3.17	5.44	1.90	2.00	19.31	17.76	10.61	342.9456	NA	NA	down	0	1
RAN1057	Ran	F1	NA	70.096	70.475	3	1	3.04	6.11	2.35	2.10	15.62	16.99	13.59	265.3838	NA	NA	down	0	0
RAN1057	Ran	F1	NA	70.096	70.475	2	1	2.40	6.77	2.25	2.33	17.59	20.49	15.50	360.4191	NA	NA	down	0	0
RAN1057	Ran	F1	NA	70.096	70.475	1	1	3.28	6.43	2.65	2.44	18.32	19.11	16.36	350.0952	NA	NA	down	0	0
RAN1056	Ran	F1	NA	70.084	70.257	3	2	3.40	7.59	3.12	2.49	22.33	23.01	21.29	513.8133	NA	NA	down	0	0
RAN1056	Ran	F1	NA	70.084	70.257	2	1	3.15	6.23	1.95	2.20	20.96	20.88	12.93	437.6448	NA	NA	down	0	0
RAN1056	Ran	F1	NA	70.084	70.257	1	1	3.44	5.28	2.40	2.04	20.81	20.93	11.72	435.5533	NA	NA	down	0	0
RAN1055	Ran	F1	NA	70.450	70.442	4	1	3.55	6.69	2.54	2.39	21.15	21.84	16.49	461.916	NA	NA	no	1	0
RAN1055	Ran	F1	NA	70.450	70.442	3	2	3.62	6.92	2.41	2.42	21.03	20.30	16.71	426.909	NA	NA	no	1	0
RAN1055	Ran	F1	NA	70.450	70.442	2	1	3.34	7.16	2.76	2.72	21.13	20.81	19.62	439.7153	NA	NA	no	1	0
RAN1055	Ran	F1	NA	70.450	70.442	1	1	3.71	6.65	2.37	2.54	23.14	21.92	16.33	507.2288	NA	NA	no	1	0
RAN1054	Ran	F1	NA	70.284	70.121	3	1	3.15	5.72	2.39	2.82	16.97	18.22	14.90	309.1934	NA	NA	down	0	0
RAN1054	Ran	F1	NA	70.284	70.121	2	1	2.97	5.70	2.55	2.39	18.88	19.12	14.08	360.9856	NA	NA	down	0	0
RAN1054	Ran	F1	NA	70.284	70.121	1	1	2.99	6.54	2.88	2.84	19.68	20.49	18.70	403.2432	NA	NA	down	0	0
RAN1053	Ran	F1	NA	70.156	70.085	3	1	2.12	6.64	2.79	2.79	20.18	20.27	18.53	409.0486	NA	NA	no	0	0
RAN1053	Ran	F1	NA	70.156	70.085	2	1	2.86	6.93	2.61	2.75	19.26	20.18	18.57	388.6668	NA	NA	no	0	0
RAN1053	Ran	F1	NA	70.156	70.085	1	1	2.58	5.89	2.48	2.68	19.52	19.86	15.20	387.6672	NA	NA	no	0	0
RAN1052	Ran	F1	NA	70.250	70.241	3	1	3.37	6.80	2.78	3.14	18.20	19.00	20.13	345.8	NA	NA	up	0	1
RAN1052	Ran	F1	NA	70.250	70.241	2	1	4.10	8.27	2.95	3.25	21.56	21.86	25.64	471.3016	NA	NA	up	0	1
RAN1052	Ran	F1	NA	70.250	70.241	1	2	4.25	6.83	2.77	2.68	19.08	18.16	18.61	346.4928	NA	NA	up	0	1
RAN1051	Ran	F1	NA	70.370	70.020	3	1	3.00	6.42	2.47	2.73	16.56	18.16	16.69	300.7296	NA	NA	up	0	0
RAN1051	Ran	F1	NA	70.370	70.020	2	2	3.03	7.31	2.85	3.43	20.24	20.81	22.95	421.1944	NA	NA	up	0	0
RAN1051	Ran	F1	NA	70.370	70.020	1	1	2.96	7.30	2.76	2.77	18.99	19.32	20.18	366.8868	NA	NA	up	0	0
RAN1050	Ran	F1	NA	70.442	70.182	3	1	3.26	6.25	2.72	2.60	20.99	22.66	16.63	475.6334	NA	NA	no	0	0
RAN1050	Ran	F1	NA	70.442	70.182	2	1	3.27	6.38	2.87	2.60	23.34	23.82	17.45	555.9588	NA	NA	no	0	0
RAN1050	Ran	F1	NA	70.442	70.182	1	1	2.85	6.11	2.39	2.68	19.75	19.54	15.49	385.915	NA	NA	no	0	0
RAN1049	Ran	F1	NA	70.190	70.237	4	2	3.41	5.55	1.97	2.36	18.33	16.46	12.02	301.7118	NA	NA	no	0	0
RAN1049	Ran	F1	NA	70.190	70.237	3	1	3.34	5.04	1.97	2.01	17.08	14.15	10.03	241.682	NA	NA	no	0	0
RAN1049	Ran	F1	NA	70.190	70.237	2	1	3.56	5.06	2.19	2.01	19.00	18.71	10.63	355.49	NA	NA	no	0	0
RAN1049	Ran	F1	NA	70.190	70.237	1	1	3.56	6.39	2.80	2.66	21.25	20.91	17.44	444.3375	NA	NA	no	0	0
RAN1048	Ran	F1	NA	70.465	70.361	4	1	3.60	6.92	2.58	2.82	22.09	21.61	18.68	477.3649	NA	NA	no	0	0
RAN1048	Ran	F1	NA	70.465	70.361	3	1	3.30	6.91	2.78	3.03	18.83	18.02	20.07	339.3166	NA	NA	no	0	0
RAN1048	Ran	F1	NA	70.465	70.361	2	2	3.75	7.61	2.66	2.81	21.02	20.05	20.81	421.451	NA	NA	no	0	0
RAN1048	Ran	F1	NA	70.465	70.361	1	1	3.91	6.37	2.60	2.63	20.20	19.87	16.66	401.374	NA	NA	no	0	0
RAN1047	Ran	F1	NA	70.386	70.145	3	1	3.85	4.92	1.94	2.17	14.35	16.73	10.11	240.0755	NA	NA	no	0	0
RAN1047	Ran	F1	NA	70.386	70.145	2	1	4.11	7.21	2.74	2.71	18.61	21.02	19.65	391.1822	NA	NA	no	0	0
RAN1047	Ran	F1	NA	70.386	70.145	1	1	3.60	6.21	2.59	2.51	19.33	21.23	15.84	410.3759	NA	NA	no	0	0
RAN1046	Ran	F1	NA	70.313	70.454	3	1	2.91	6.39	2.65	2.73	18.02	17.27	17.19	311.2054	NA	NA	no	0	0
RAN1046	Ran	F1	NA	70.313	70.454	2	1	3.33	6.77	2.76	2.84	20.45	19.75	18.96	403.8875	NA	NA	no	0	0
RAN1046	Ran	F1	NA	70.313	70.454	1	1	2.62	6.46	2.73	2.62	19.65	16.92	17.28	332.478	NA	NA	no	0	0
RAN1045	Ran	F1	NA	70.467	70.023	4	1	2.60	6.54	2.64	2.89	18.97	20.64	18.08	391.5408	NA	NA	no	0	0
RAN1045	Ran	F1	NA	70.467	70.023	3	1	2.52	6.20	2.42	2.48	18.59	20.83	15.19	387.2297	NA	NA	no	0	0
RAN1045	Ran	F1	NA	70.467	70.023	2	1	3.61	7.58	2.93	3.15	21.03	22.51	23.04	473.3853	NA	NA	no	0	0
RAN1045	Ran	F1	NA	70.467	70.023	1	1	3.19	7.22	2.77	2.94	20.07	21.92	20.61	439.9344	NA	NA	no	0	0
RAN1044	Ran	F1	NA	70.382	70.115	4	2	4.03	6.81	3.06	3.20	18.96	20.63	21.32	391.1448	NA	NA	no	0	0
RAN1044	Ran	F1	NA	70.382	70.115	3	1	3.22	6.82	3.03	3.02	18.10	19.59	20.63	354.579	NA	NA	no	0	0
RAN1044	Ran	F1	NA	70.382	70.115	2	1	3.99	6.79	2.93	2.92	17.95	19.50	19.86	350.025	NA	NA	no	0	0
RAN1044	Ran	F1	NA	70.382	70.115	1	1	3.60	6.41	2.54	2.87	18.12	19.15	17.34	346.998	NA	NA	no	0	0
RAN1043	Ran	F1	NA	70.274	70.203	3	2	3.01	6.24	2.47	2.63	17.69	19.40	15.91	343.186	NA	NA	no	0	0
RAN1043	Ran	F1	NA	70.274	70.203	2	1	3.37	5.75	2.47	2.44	17.13	17.40	14.12	298.062	NA	NA	no	0	0
RAN1043	Ran	F1	NA	70.274	70.203	1	2	3.90	6.35	2.39	2.64	17.89	17.95	15.97	321.1255	NA	NA	no	0	0
RAN1042	Ran	F1	NA	70.260	70.082	3	1	4.06	6.48	2.97	2.89	20.05	22.87	18.99	458.5435	NA	NA	no	0	0
RAN1042	Ran	F1	NA	70.260	70.082	2	1	3.57	6.75	2.74	2.77	17.85	20.65	18.60	368.6025	NA	NA	no	0	0
RAN1042	Ran	F1	NA	70.260	70.082	1	1	3.65	6.24	3.00	2.98	21.40	22.87	18.66	489.418	NA	NA	no	0	0
RAN1041	Ran	F1	NA	70.191	70.021	3	1	3.19	5.18	2.57	2.76	17.65	17.67	13.80	311.8755	NA	NA	no	0	0
RAN1041	Ran	F1	NA	70.191	70.021	2	1	2.53	4.89	2.12	2.52	17.91	17.19	11.34	307.8729	NA	NA	no	0	0
RAN1041	Ran	F1	NA	70.191	70.021	1	1	2.82	5.55	2.21	2.08	17.56	16.66	11.90	292.5496	NA	NA	no	0	0
RAN1040	Ran	F1	NA	70.017	70.432	4	1	4.07	5.76	2.38	2.57	20.67	19.25	14.26	397.8975	NA	NA	no	1	0
RAN1040	Ran	F1	NA	70.017	70.432	3	2	4.01	7.02	2.95	2.99	22.03	23.01	20.85	506.9103	NA	NA	no	1	0
RAN1040	Ran	F1	NA	70.017	70.432	2	2	3.68	6.72	3.00	2.95	21.94	21.44	19.99	470.3936	NA	NA	no	1	0
RAN1040	Ran	F1	NA	70.017	70.432	1	1	3.08	5.96	2.56	2.47	20.87	18.89	14.99	394.2343	NA	NA	no	1	0
RAN1039	Ran	F1	NA	70.483	70.409	4	1	2.01	6.65	2.70	2.79	19.73	21.12	18.25	416.6976	NA	NA	no	0	0
RAN1039	Ran	F1	NA	70.483	70.409	3	1	2.45	6.92	2.74	2.98	22.17	22.62	19.79	501.4854	NA	NA	no	0	0
RAN1039	Ran	F1	NA	70.483	70.409	2	2	2.88	5.79	2.62	2.68	19.84	19.19	15.34	380.7296	NA	NA	no	0	0
RAN1039	Ran	F1	NA	70.483	70.409	1	1	2.65	6.62	2.75	2.94	17.58	19.00	18.83	334.02	NA	NA	no	0	0
